9638,-65
9845,-70
9966,-70
10087,-73
10208,-72
10329,-77
10449,-75
10570,-71
10746,-79
10865,-79
10984,-67
11103,-67
11222,-68
11340,-66
11459,-66
11578,-66
11754,-80
11874,-75
11992,-83
12110,-75
12229,-70
12348,-68
12467,-65
12585,-68
12765,-68
12883,-65
13001,-66
13120,-66
13259,-67
13384,-67
13502,-65
13621,-66
13800,-66
13919,-66
14038,-65
14156,-66
14274,-64
14394,-66
14512,-67
14630,-67
14809,-67
14927,-70
15045,-71
15164,-72
15283,-75
15401,-73
15520,-73
15703,-76
15820,-75
15940,-73
16058,-69
16178,-72
16295,-72
16415,-76
16533,-78
16669,-71
16787,-79
16907,-64
17025,-82
17144,-75
17262,-75
17382,-78
17500,-76
17667,-77
17787,-82
17907,-75
18025,-72
18145,-76
18262,-78
18381,-77
18499,-77
18619,-76
18737,-78
18856,-79
18974,-78
19094,-77
19211,-70
19331,-69
19448,-73
19568,-68
19686,-67
19806,-68
19923,-69
20043,-68
20160,-68
20291,-67
20414,-67
20534,-67
20652,-67
20771,-67
20889,-67
21009,-67
21127,-67
21246,-68
21369,-68
21488,-68
21607,-68
21725,-68
21844,-68
21962,-67
22081,-68
22200,-68
22319,-68
22437,-68
22556,-67
22675,-67
22794,-67
22912,-67
23030,-68
23149,-68
23268,-68
23387,-68
23505,-70
23624,-69
23743,-68
23861,-69
23980,-69
24098,-68
24217,-69
24336,-76
24455,-71
24572,-68
24691,-68
24810,-66
24929,-70
25049,-68
25169,-68
25287,-69
25406,-68
25524,-71
25643,-82
25761,-74
25880,-81
25999,-71
26118,-65
26236,-68
26355,-70
26474,-68
26593,-67
26712,-68
26835,-69
26953,-69
27073,-69
27191,-71
27311,-72
27428,-76
27548,-78
27667,-71
27787,-78
27905,-79
28024,-77
28142,-75
28262,-77
28380,-77
28499,-78
28617,-79
28737,-80
28855,-75
28975,-74
29091,-72
29212,-73
29329,-71
29449,-69
29566,-72
29686,-73
29804,-75
29924,-75
30042,-73
30161,-73
30279,-75
30399,-77
30517,-76
30637,-74
30754,-74
30874,-80
30992,-68
31112,-68
31229,-68
31349,-69
31467,-68
31587,-69
31705,-68
31824,-67
31942,-65
32062,-67
32180,-71
32300,-62
32423,-62
32541,-63
32661,-64
32779,-64
32898,-64
33016,-65
33135,-65
33254,-65
33373,-65
33491,-65
33610,-65
33729,-66
33848,-66
33967,-66
34085,-66
34204,-65
34323,-66
34442,-66
34561,-67
34679,-67
34798,-67
34916,-66
35035,-63
35161,-74
35291,-78
35409,-76
35528,-76
35647,-76
35766,-73
35885,-72
36003,-80
36122,-75
36241,-82
36360,-75
36478,-74
36596,-66
36716,-70
36834,-70
36953,-68
37071,-71
37190,-70
37309,-81
37428,-83
37547,-66
37665,-68
37784,-69
37903,-67
38019,-69
38137,-69
38256,-68
38375,-68
38494,-69
38612,-69
38731,-77
38850,-80
38969,-71
39088,-68
39205,-69
39324,-68
39443,-67
39562,-69
39681,-69
39799,-68
39918,-69
40037,-68
40157,-69
40278,-71
40395,-71
40514,-71
40632,-71
40751,-71
40869,-75
40988,-77
41107,-74
41226,-69
41344,-72
41463,-67
41581,-67
41700,-74
41819,-75
41937,-66
42056,-68
42175,-66
42294,-66
42413,-65
42531,-70
42651,-71
42770,-72
42889,-74
43008,-76
43126,-78
43244,-85
43364,-73
43487,-68
43607,-81
43724,-75
43844,-83
43961,-78
44082,-77
44198,-74
44318,-77
44436,-75
44556,-85
44674,-80
44793,-66
44911,-67
45031,-66
45149,-68
45268,-65
45386,-64
45506,-71
45624,-64
45744,-68
45861,-71
45981,-73
46099,-73
46219,-72
46336,-76
46455,-81
46573,-76
46693,-71
46811,-68
46930,-67
47048,-72
47168,-77
47286,-75
47406,-73
47523,-73
47643,-78
47761,-74
47881,-74
47998,-71
48118,-73
48236,-75
48356,-76
48474,-83
48593,-79
48710,-84
48831,-79
48948,-77
49073,-71
49191,-76
49310,-75
49429,-84
49547,-84
49667,-79
49784,-78
49903,-72
50022,-72
50147,-71
50277,-70
50407,-70
50531,-77
50650,-73
50768,-73
50887,-78
51006,-82
51125,-75
51243,-83
51361,-76
51480,-81
51599,-79
51718,-85
51836,-80
51955,-81
52074,-76
52192,-78
52312,-84
52429,-78
52548,-75
52667,-78
52786,-78
52904,-84
53023,-84
53141,-84
53260,-78
53379,-81
53497,-78
53616,-77
53735,-77
53854,-71
53972,-68
54091,-70
54210,-73
54328,-69
54447,-62
54569,-73
54689,-70
54807,-76
54927,-75
55045,-71
55164,-65
55293,-62
55411,-63
55529,-66
55649,-65
55766,-67
55885,-68
56003,-68
56123,-68
56241,-67
56360,-66
56477,-65
56597,-65
56715,-65
56835,-64
56952,-65
57072,-63
57190,-66
57310,-78
57426,-77
57548,-80
57666,-71
57786,-77
57903,-76
58023,-75
58140,-74
58260,-79
58378,-75
58498,-65
58615,-66
58735,-68
58853,-66
58973,-66
59090,-66
59210,-65
59328,-65
59448,-65
59566,-66
59685,-66
59803,-65
59923,-65
60041,-64
60165,-64
60283,-64
60402,-65
60521,-64
60640,-65
60759,-65
60877,-65
60996,-65
61115,-65
61234,-65
61352,-65
61471,-65
61590,-65
61709,-65
61828,-64
61946,-64
62064,-65
62184,-65
62302,-64
62420,-64
62539,-64
62658,-64
62777,-64
62896,-64
63014,-64
63133,-65
63252,-64
63371,-65
63490,-65
63608,-70
63727,-69
63846,-65
63965,-65
64083,-63
64202,-63
64321,-63
64439,-64
64559,-65
64676,-66
64795,-65
64914,-65
65033,-65
65153,-64
65271,-64
65390,-64
65509,-64
65632,-64
65752,-64
65869,-63
65989,-63
66107,-63
66227,-63
66343,-63
66463,-63
66581,-63
66701,-63
66819,-63
66938,-63
67056,-63
67176,-63
67294,-63
67414,-63
67531,-63
67651,-63
67769,-63
67889,-63
68005,-63
68125,-63
68243,-63
68363,-63
68481,-63
68600,-63
68718,-63
68838,-63
68956,-63
69075,-63
69193,-64
69313,-64
69431,-64
69551,-63
69667,-63
69787,-63
69905,-64
70025,-64
70142,-64
70262,-64
70391,-64
70509,-63
70627,-63
70747,-63
70864,-63
70983,-63
71101,-64
71226,-64
71345,-64
71462,-64
71582,-63
71700,-63
71820,-64
71938,-64
72056,-65
72175,-65
72294,-66
72413,-66
72532,-66
72651,-66
72770,-66
72888,-67
73008,-66
73125,-67
73244,-67
73363,-67
73482,-67
73601,-67
73719,-67
73838,-66
73957,-66
74076,-66
74194,-66
74313,-67
74432,-67
74551,-66
74670,-66
74787,-68
74907,-65
75025,-65
75144,-64
75262,-67
75381,-65
75500,-66
75619,-66
75738,-73
75856,-69
75975,-69
76094,-68
76213,-71
76332,-69
76450,-73
76569,-72
76692,-80
76812,-73
76930,-75
77049,-67
77167,-74
77287,-74
77404,-74
77523,-68
77641,-63
77761,-68
77879,-69
77999,-70
78116,-65
78236,-68
78354,-72
78474,-78
78590,-80
78710,-80
78828,-80
78948,-74
79066,-72
79185,-72
79303,-71
79423,-75
79541,-76
79661,-70
79777,-69
79897,-69
80016,-72
80136,-77
80253,-78
80373,-75
80491,-71
80611,-73
80729,-75
80848,-74
80966,-73
81086,-77
81203,-76
81323,-73
81440,-69
81560,-68
81678,-68
81798,-67
81915,-66
82035,-67
82152,-66
82277,-65
82396,-65
82513,-65
82633,-63
82751,-65
82870,-68
82989,-77
83107,-78
83226,-75
83345,-78
83464,-79
83582,-72
83700,-67
83820,-68
83938,-69
84058,-71
84175,-75
84294,-77
84413,-76
84532,-81
84651,-72
84769,-71
84887,-71
85006,-66
85125,-68
85243,-70
85363,-68
85491,-70
85609,-75
85728,-73
85846,-65
85964,-69
86083,-70
86202,-72
86321,-67
86439,-66
86558,-66
86677,-73
86795,-75
86914,-75
87032,-76
87151,-79
87270,-74
87389,-74
87518,-71
87636,-69
87759,-72
87879,-69
87997,-78
88117,-78
88235,-80
88354,-71
88471,-65
88591,-66
88709,-79
88828,-73
88946,-71
89066,-80
89184,-80
89304,-79
89421,-77
89541,-75
89658,-80
89778,-78
89895,-75
90015,-78
90133,-77
90253,-75
90371,-75
90490,-75
90608,-75
90728,-75
90846,-74
90966,-74
91083,-73
91203,-74
91320,-74
91440,-73
91557,-73
91677,-73
91795,-73
91915,-74
92033,-74
92152,-76
92270,-74
92390,-73
92507,-73
92626,-74
92744,-76
92864,-80
92982,-79
93102,-78
93219,-79
93343,-78
93462,-75
93581,-75
93700,-75
93817,-77
93936,-81
94055,-81
94174,-77
94291,-79
94410,-73
94529,-73
94648,-72
94766,-72
94888,-75
95012,-73
95131,-74
95249,-77
95368,-73
95486,-73
95605,-75
95723,-78
95842,-78
95961,-74
96079,-78
96197,-77
96316,-77
96435,-75
96553,-75
96671,-73
96790,-74
96909,-73
97028,-71
97145,-69
97264,-70
97383,-74
97502,-78
97619,-77
97738,-76
97857,-77
97976,-75
98094,-75
98212,-74
98331,-75
98450,-77
98568,-77
98688,-77
98805,-76
98922,-76
99040,-74
99159,-73
99277,-72
99396,-72
99515,-74
99634,-74
99751,-74
99870,-73
99989,-72
100107,-73
100226,-75
100344,-73
100464,-74
100592,-78
100709,-77
100828,-79
100946,-74
101065,-68
101183,-72
101303,-73
101421,-69
101539,-76
101658,-68
101777,-73
101896,-72
102014,-76
102133,-74
102252,-75
102392,-74
102511,-74
102630,-73
102749,-72
102867,-72
102986,-73
103105,-73
103224,-73
103343,-73
103461,-71
103580,-72
103699,-73
103818,-74
103937,-73
104059,-72
104179,-71
104297,-73
104417,-73
104535,-73
104655,-73
104773,-72
104893,-73
105011,-72
105131,-74
105248,-73
105368,-73
105486,-74
105606,-78
105723,-72
105843,-74
105961,-69
106082,-69
106200,-74
106319,-74
106437,-71
106557,-72
106675,-74
106795,-76
106912,-71
107032,-74
107150,-75
107270,-74
107387,-75
107507,-74
107625,-75
107746,-75
107864,-75
107983,-74
108101,-74
108221,-75
108339,-75
108459,-75
108576,-74
108696,-76
108814,-76
108934,-77
109051,-76
109176,-75
109295,-75
109428,-75
109563,-77
109682,-75
109801,-76
109920,-75
110039,-75
110157,-75
110276,-75
110395,-75
110514,-75
110632,-73
110751,-75
110870,-73
110990,-72
111108,-75
111227,-76
111345,-75
111465,-76
111583,-76
111703,-74
111821,-73
111940,-75
112059,-75
112178,-75
112296,-76
112415,-76
112534,-75
112653,-75
112772,-75
112890,-76
113009,-76
113128,-75
113247,-74
113366,-75
113484,-72
113603,-73
113722,-77
113841,-74
113959,-77
114078,-76
114202,-75
114322,-76
114440,-76
114560,-76
114677,-75
114797,-75
114915,-76
115035,-75
115152,-76
115272,-76
115389,-75
115509,-76
115632,-76
115749,-75
115867,-76
115987,-75
116105,-76
116225,-76
116342,-75
116462,-76
116580,-75
116700,-76
116817,-74
116937,-75
117055,-74
117175,-78
117293,-67
117412,-75
117530,-71
117650,-71
117768,-77
117889,-74
118005,-76
118126,-78
