9823,-57
10035,-57
10156,-59
10276,-59
10397,-59
10518,-59
10639,-62
10760,-62
10938,-61
11057,-61
11175,-61
11294,-62
11412,-61
11532,-59
11655,-59
11774,-57
11951,-57
12069,-59
12188,-60
12307,-64
12426,-66
12545,-66
12663,-63
12782,-57
12958,-57
13078,-57
13196,-54
13316,-54
13433,-54
13553,-54
13671,-55
13791,-56
13981,-57
14100,-59
14219,-58
14338,-57
14456,-57
14575,-58
14694,-59
14813,-59
14990,-60
15109,-59
15227,-58
15346,-58
15465,-58
15584,-57
15703,-57
15885,-57
16003,-57
16122,-57
16240,-57
16360,-58
16478,-57
16599,-57
16716,-56
16871,-56
16989,-56
17108,-56
17226,-57
17346,-57
17464,-57
17584,-56
17701,-55
17845,-55
17986,-55
18106,-69
18224,-72
18343,-72
18461,-55
18581,-56
18699,-56
18879,-56
18996,-57
19117,-56
19234,-54
19354,-56
19477,-69
19597,-76
19715,-62
19894,-58
20012,-56
20131,-59
20249,-58
20369,-57
20487,-57
20606,-57
20724,-69
20904,-62
21022,-56
21142,-57
21260,-56
21380,-57
21497,-56
21617,-57
21741,-56
21919,-56
22038,-56
22157,-56
22276,-57
22394,-57
22513,-67
22632,-67
22751,-61
22929,-58
23048,-57
23166,-57
23286,-57
23404,-58
23524,-59
23643,-58
23761,-59
23939,-59
24058,-59
24177,-59
24296,-57
24415,-61
24534,-60
24652,-58
24771,-58
24949,-59
25068,-58
25187,-57
25306,-58
25424,-58
25543,-58
25663,-58
25788,-58
25918,-58
26037,-58
26155,-58
26273,-57
26392,-59
26512,-58
26630,-58
26749,-58
26906,-58
27025,-59
27146,-58
27265,-58
27383,-57
27507,-57
27625,-58
27745,-58
27863,-57
27982,-59
28100,-58
28220,-58
28338,-58
28457,-57
28575,-58
28695,-58
28813,-57
28933,-57
29050,-57
29170,-57
29288,-56
29408,-57
29526,-59
29645,-57
29763,-57
29883,-57
30001,-57
30120,-58
30238,-57
30358,-57
30476,-57
30596,-57
30713,-57
30833,-57
30951,-58
31071,-58
31188,-57
31308,-57
31426,-57
31546,-57
31664,-57
31783,-57
31901,-57
32021,-57
32139,-57
32260,-57
32376,-57
32497,-57
32615,-57
32735,-57
32852,-57
32972,-57
33095,-57
33214,-57
33333,-58
33452,-57
33570,-57
33689,-57
33808,-57
33927,-57
34045,-57
34164,-57
34283,-57
34402,-57
34521,-57
34641,-57
34760,-57
34878,-58
34998,-57
35116,-57
35234,-57
35353,-57
35472,-58
35591,-57
35709,-57
35828,-57
35947,-57
36066,-57
36185,-57
36303,-57
36422,-57
36541,-68
36660,-74
36779,-57
36897,-56
37016,-56
37135,-57
37254,-57
37372,-57
37491,-58
37610,-57
37729,-57
37848,-57
37966,-58
38085,-56
38204,-57
38323,-57
38440,-58
38565,-58
38683,-57
38803,-60
38921,-73
39041,-66
39157,-63
39278,-57
39395,-57
39515,-54
39632,-54
39753,-54
39870,-58
39990,-71
40108,-69
40227,-78
40345,-59
40465,-59
40583,-60
40702,-61
40828,-64
40946,-63
41064,-62
41183,-57
41300,-61
41420,-64
41538,-74
41658,-59
41776,-68
41895,-72
42013,-63
42134,-58
42252,-58
42372,-56
42489,-56
42609,-57
42727,-57
42847,-57
42964,-57
43084,-57
43201,-72
43321,-71
43439,-72
43558,-62
43676,-59
43796,-59
43914,-57
44034,-57
44156,-59
44275,-56
44394,-56
44513,-58
44632,-79
44750,-77
44869,-64
44988,-60
45107,-62
45225,-62
45344,-66
45463,-70
45582,-68
45701,-57
45819,-56
45937,-56
46057,-58
46175,-57
46294,-57
46412,-57
46531,-56
46650,-57
46769,-57
46887,-57
47006,-56
47125,-57
47244,-57
47363,-58
47481,-57
47600,-57
47719,-57
47838,-57
47956,-57
48074,-57
48194,-57
48312,-57
48431,-57
48549,-57
48668,-57
48787,-57
48906,-57
49025,-57
49143,-57
49262,-57
49381,-57
49500,-57
49644,-57
49767,-57
49887,-57
50004,-57
50124,-57
50242,-57
50362,-57
50480,-57
50599,-57
50717,-57
50837,-57
50954,-57
51074,-57
51191,-57
51311,-57
51429,-57
51549,-57
51666,-57
51786,-57
51904,-57
52024,-57
52142,-57
52261,-57
52378,-57
52498,-57
52616,-57
52736,-57
52853,-57
52973,-57
53091,-57
53211,-57
53328,-57
53448,-57
53566,-57
53686,-57
53803,-57
53922,-57
54040,-57
54160,-57
54278,-57
54397,-57
54515,-57
54635,-57
54753,-57
54873,-57
54989,-57
55109,-58
55233,-56
55351,-57
55470,-57
55588,-57
55707,-58
55827,-57
55955,-57
56073,-57
56192,-57
56310,-57
56429,-57
56547,-57
56677,-57
56806,-57
56931,-57
57049,-57
57168,-57
57286,-57
57406,-57
57524,-57
57644,-57
57761,-57
57880,-57
57999,-57
58118,-57
58236,-57
58355,-57
58474,-57
58593,-57
58712,-57
58830,-57
58949,-57
59068,-57
59187,-57
59305,-57
59424,-57
59543,-57
59662,-57
59781,-57
59899,-57
60018,-57
60137,-57
60256,-57
60374,-57
60493,-57
60611,-57
60730,-57
60847,-57
60965,-57
61084,-57
61203,-57
61322,-57
61441,-57
61559,-57
61678,-57
61796,-57
61916,-57
62033,-57
62153,-57
62271,-57
62390,-57
62509,-57
62627,-57
62746,-57
62865,-57
62984,-57
63102,-57
63221,-57
63340,-57
63459,-57
63578,-57
63696,-57
63815,-57
63933,-57
64052,-57
64173,-57
64291,-57
64409,-57
64529,-57
64647,-57
64766,-57
64884,-57
65004,-57
65122,-57
65242,-57
65359,-57
65479,-57
65597,-57
65717,-57
65835,-57
65954,-57
66073,-57
66192,-57
66315,-57
66435,-57
66552,-57
66672,-57
66790,-57
66910,-57
67027,-57
67147,-57
67265,-57
67385,-57
67503,-57
67622,-57
67740,-57
67860,-57
67978,-57
68098,-57
68215,-57
68335,-57
68453,-57
68573,-57
68690,-57
68810,-57
68928,-57
69048,-57
69165,-56
69285,-58
69402,-57
69523,-73
69640,-71
